"FIPS","Metropolitan Area","Industry Code","Industry","Component Code","Component","2006"
"29540","Lancaster, PA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,15750
"29620","Lansing-East Lansing, MI (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,15745
"29700","Laredo, TX (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,4353
"29740","Las Cruces, NM (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,3920
"29820","Las Vegas-Paradise, NV (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,76961
"29940","Lawrence, KS (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,2772
"30020","Lawton, OK (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,3043
"30140","Lebanon, PA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,2820
"30300","Lewiston, ID-WA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,1452
"30340","Lewiston-Auburn, ME (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,2967
"30460","Lexington-Fayette, KY (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,19564
"30620","Lima, OH (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,3702
"30700","Lincoln, NE (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,11031
"30780","Little Rock-North Little Rock-Conway, AR (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,25019
"30860","Logan, UT-ID (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,2395
"30980","Longview, TX (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,6607
"31020","Longview, WA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,2406
"31100","Los Angeles-Long Beach-Santa Ana, CA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,600623
"31140","Louisville-Jefferson County, KY-IN (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,47121
"31180","Lubbock, TX (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,7591
"31340","Lynchburg, VA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,6971
"31420","Macon, GA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,6429
"31460","Madera-Chowchilla, CA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,2805
"31540","Madison, WI (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,26770
"31700","Manchester-Nashua, NH (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,17590
"31740","Manhattan, KS (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,3328
"31860","Mankato-North Mankato, MN (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,3265
"31900","Mansfield, OH (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,3658
"32580","McAllen-Edinburg-Mission, TX (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,10234
"32780","Medford, OR (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,5270
"32820","Memphis, TN-MS-AR (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,52964
"32900","Merced, CA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,4755
"33100","Miami-Fort Lauderdale-Pompano Beach, FL (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,221001
"33140","Michigan City-La Porte, IN (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,2727
"33260","Midland, TX (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,5217
"33340","Milwaukee-Waukesha-West Allis, WI (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,69562
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,158371
"33540","Missoula, MT (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,3605
"33660","Mobile, AL (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,11887
"33700","Modesto, CA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,12668
"33740","Monroe, LA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,5377
"33780","Monroe, MI (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,3505
"33860","Montgomery, AL (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,11890
"34060","Morgantown, WV (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,3843
"34100","Morristown, TN (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,3159
"34580","Mount Vernon-Anacortes, WA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,3407
"34620","Muncie, IN (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,2830
"34740","Muskegon-Norton Shores, MI (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,4073
"34820","Myrtle Beach-North Myrtle Beach-Conway, SC (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,7924
"34900","Napa, CA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,5873
"34940","Naples-Marco Island, FL (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,12586
"34980","Nashville-Davidson-Murfreesboro-Franklin, TN (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,65514
"35300","New Haven-Milford, CT (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,31430
"35380","New Orleans-Metairie-Kenner, LA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,47788
"35620","New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,1018697
"35660","Niles-Benton Harbor, MI (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,4613
"35980","Norwich-New London, CT (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,10792
"36100","Ocala, FL (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,6581
"36140","Ocean City, NJ (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,3301
"36220","Odessa, TX (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,3713
"36260","Ogden-Clearfield, UT (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,12939
"36420","Oklahoma City, OK (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,40802
"36500","Olympia, WA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,6653
"36540","Omaha-Council Bluffs, NE-IA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,35796
"36740","Orlando-Kissimmee, FL (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,85722
"36780","Oshkosh-Neenah, WI (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,6488
"36980","Owensboro, KY (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,3465
"37100","Oxnard-Thousand Oaks-Ventura, CA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,30255
"37340","Palm Bay-Melbourne-Titusville, FL (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,15522
"37380","Palm Coast, FL (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,1238
"37460","Panama City-Lynn Haven-Panama City Beach, FL (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,5167
"37620","Parkersburg-Marietta-Vienna, WV-OH (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,4499
"37700","Pascagoula, MS (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,3531
"37860","Pensacola-Ferry Pass-Brent, FL (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,10933
"37900","Peoria, IL (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,13819
"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,270899
"38060","Phoenix-Mesa-Scottsdale, AZ (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,162404
"38220","Pine Bluff, AR (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,2474
"38300","Pittsburgh, PA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,90525
"38340","Pittsfield, MA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,4552
"38540","Pocatello, ID (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,2145
"38860","Portland-South Portland-Biddeford, ME (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,19974
"38900","Portland-Vancouver-Beaverton, OR-WA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,98458
"38940","Port St. Lucie, FL (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,9691
"39100","Poughkeepsie-Newburgh-Middletown, NY (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,17715
"39140","Prescott, AZ (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,3687
"39300","Providence-New Bedford-Fall River, RI-MA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,54553
"39340","Provo-Orem, UT (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,10649
"39380","Pueblo, CO (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,2922
"39460","Punta Gorda, FL (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,3089
"39540","Racine, WI (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,5876
"39580","Raleigh-Cary, NC (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,42629
"39660","Rapid City, SD (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,3808
"39740","Reading, PA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,12141
"39820","Redding, CA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,4551
"39900","Reno-Sparks, NV (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,17063
"40060","Richmond, VA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,49817
"40140","Riverside-San Bernardino-Ontario, CA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,94313
"40220","Roanoke, VA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,10527
"40340","Rochester, MN (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,7584
"40380","Rochester, NY (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,38573
"40420","Rockford, IL (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,10492
"40580","Rocky Mount, NC (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,4708
"40660","Rome, GA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,2575
"40900","Sacramento-Arden-Arcade-Roseville, CA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,78711
"40980","Saginaw-Saginaw Township North, MI (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,6190
"41060","St. Cloud, MN (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,6073
"41100","St. George, UT (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,2861
"41140","St. Joseph, MO-KS (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,3309
"41180","St. Louis, MO-IL (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,102909
"41420","Salem, OR (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,9760
"41500","Salinas, CA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,15122
"41540","Salisbury, MD (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,3262
"41620","Salt Lake City, UT (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,49049
"41660","San Angelo, TX (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,2712
"41700","San Antonio, TX (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,61335
"41740","San Diego-Carlsbad-San Marcos, CA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,137179
"41780","Sandusky, OH (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,2668
"41860","San Francisco-Oakland-Fremont, CA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,253905
"41940","San Jose-Sunnyvale-Santa Clara, CA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,136148
"42020","San Luis Obispo-Paso Robles, CA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,8502
"42060","Santa Barbara-Santa Maria-Goleta, CA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,15952
"42100","Santa Cruz-Watsonville, CA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,8406
"42140","Santa Fe, NM (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,5276
"42220","Santa Rosa-Petaluma, CA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,17230
"42340","Savannah, GA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,10451
"42540","Scranton-Wilkes-Barre, PA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,15715
"42660","Seattle-Tacoma-Bellevue, WA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,174169
"42680","Sebastian-Vero Beach, FL (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,3678
"43100","Sheboygan, WI (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,4374
"43300","Sherman-Denison, TX (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,2769
"43340","Shreveport-Bossier City, LA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,15061
"43580","Sioux City, IA-NE-SD (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,4840
"43620","Sioux Falls, SD (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,11243
"43780","South Bend-Mishawaka, IN-MI (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,10432
"43900","Spartanburg, SC (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,8720
"44060","Spokane, WA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,14055
"44100","Springfield, IL (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,6756
"44140","Springfield, MA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,17878
"44180","Springfield, MO (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,11738
"44220","Springfield, OH (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,3107
"44300","State College, PA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,4370
"44700","Stockton, CA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,15760
"44940","Sumter, SC (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,2478
"45060","Syracuse, NY (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,21793
"45220","Tallahassee, FL (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,10391
"45300","Tampa-St. Petersburg-Clearwater, FL (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,95146
"45460","Terre Haute, IN (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,4344
"45500","Texarkana, TX-Texarkana, AR (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,3350
"45780","Toledo, OH (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,22723
"45820","Topeka, KS (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,6780
"45940","Trenton-Ewing, NJ (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,19783
"46060","Tucson, AZ (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,26098
"46140","Tulsa, OK (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,33653
"46220","Tuscaloosa, AL (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,6447
"46340","Tyler, TX (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,6395
"46540","Utica-Rome, NY (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,7082
"46660","Valdosta, GA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,3088
"46700","Vallejo-Fairfield, CA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,10195
"47020","Victoria, TX (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,3821
"47220","Vineland-Millville-Bridgeton, NJ (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,4039
"47260","Virginia Beach-Norfolk-Newport News, VA-NC (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,60015
"47300","Visalia-Porterville, CA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,8916
"47380","Waco, TX (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,6272
"47580","Warner Robins, GA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,3830
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,316873
"47940","Waterloo-Cedar Falls, IA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,6066
"48140","Wausau, WI (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,4720
"48260","Weirton-Steubenville, WV-OH (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,2665
"48300","Wenatchee-East Wenatchee, WA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,2994
"48540","Wheeling, WV-OH (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,3789
"48620","Wichita, KS (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,22001
"48660","Wichita Falls, TX (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,4037
"48700","Williamsport, PA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,3073
"48900","Wilmington, NC (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,10741
"49020","Winchester, VA-WV (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,4156
"49180","Winston-Salem, NC (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,19538
"49340","Worcester, MA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,23644
"49420","Yakima, WA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,5804
"49620","York-Hanover, PA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,12203
"49660","Youngstown-Warren-Boardman, OH-PA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,14983
"49700","Yuba City, CA (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,3407
"49740","Yuma, AZ (MSA)",1,"All industry total",900,Real GDP by Metropolitan Area (millions of chained 2001 dollars) ,3761 
